단지번호,단지명,시구,자치구,동,위도,경도,학교수,성취_평균_avg,성취_평균_max,특목고진학_합,특목고진학_avg,사립여부_비율,시구_학교수,시구_성취_평균_avg,시구_성취_평균_max,시구_특목고진학_avg,시구_특목고진학_max,시_학교수,시_성취_평균_avg,시_성취_평균_max,시_특목고진학_avg,시_특목고진학_max,학군_매칭,학군_성취율,학군_특목고,점수_성취율,점수_특목고,점수_학군
137232,광교더힐,수원시 영통구,,이의동,37.297795,127.064285,2.0,80.1,81.3,21.0,10.5,0.0,21.0,76.75238095238095,82.6,5.571428571428571,19.0,57,73.70877192982455,82.6,3.3508771929824563,19.0,동,80.1,10.5,80.39999999999998,52.5,72.02999999999997
133573,과천푸르지오벨라르테,과천시,,갈현동,37.411489,126.98938,,,,,,,3.0,78.93333333333334,82.8,36.66666666666666,63.0,3,78.93333333333334,82.8,36.66666666666666,63.0,시구,78.93333333333334,36.66666666666666,75.73333333333335,100.0,83.01333333333335
107929,롯데캐슬골드파크1차,금천구,,독산동,37.459912,126.893932,3.0,67.56666666666666,76.6,6.0,2.0,0.0,9.0,67.45555555555556,76.6,1.0,4.0,9,67.45555555555556,76.6,1.0,4.0,동,67.56666666666666,2.0,30.26666666666665,10.0,24.186666666666653
99,한라,강남구,,청담동,37.535427,127.070378,,,,,,,24.0,78.85416666666667,86.1,8.583333333333334,22.0,24,78.85416666666667,86.1,8.583333333333334,22.0,시구,78.85416666666667,8.583333333333334,75.41666666666669,42.91666666666667,65.66666666666669
649,풍납현대,송파구,,방이동,37.529526,127.118728,3.0,71.33333333333333,75.8,0.0,0.0,0.0,29.0,74.12068965517241,83.5,5.241379310344827,17.0,29,74.12068965517241,83.5,5.241379310344827,17.0,동,71.33333333333333,0.0,45.333333333333314,0.0,31.73333333333332
3386,보라매롯데낙천대,영등포구,,대림동,37.494631,126.913501,2.0,68.94999999999999,71.6,2.0,1.0,0.0,12.0,73.81666666666666,80.8,3.4166666666666665,7.0,12,73.81666666666666,80.8,3.4166666666666665,7.0,동,68.94999999999999,1.0,35.799999999999955,5.0,26.559999999999967
18914,구로두산위브,영등포구,,대림동,37.486514,126.890371,2.0,68.94999999999999,71.6,2.0,1.0,0.0,12.0,73.81666666666666,80.8,3.4166666666666665,7.0,12,73.81666666666666,80.8,3.4166666666666665,7.0,동,68.94999999999999,1.0,35.799999999999955,5.0,26.559999999999967
27076,중앙힐스테이트2차,성남시 수정구,,단대동,37.436367,127.148345,3.0,70.63333333333334,74.0,1.0,0.3333333333333333,0.0,10.0,73.02000000000001,79.7,2.4,14.0,46,75.76739130434783,84.2,5.555555555555555,28.0,동,70.63333333333334,0.3333333333333333,42.53333333333336,1.6666666666666667,30.27333333333335
2140,매화마을공무원2단지,성남시 분당구,,야탑동,37.414587,127.13579,1.0,72.7,72.7,0.0,0.0,0.0,26.0,78.1576923076923,84.2,8.76,28.0,46,75.76739130434783,84.2,5.555555555555555,28.0,동,72.7,0.0,50.80000000000001,0.0,35.56
1735,삼부,성남시 수정구,,둔전동,37.43885,127.12444,,,,,,,10.0,73.02000000000001,79.7,2.4,14.0,46,75.76739130434783,84.2,5.555555555555555,28.0,시구,73.02000000000001,2.4,52.08000000000004,12.0,40.056000000000026
1992,"은하수,샛별5,6단지",안양시 동안구,,비산동,37.394087,126.949525,1.0,69.6,69.6,1.0,1.0,0.0,15.0,78.56666666666666,84.4,13.733333333333333,56.0,24,75.26666666666667,84.4,9.416666666666666,56.0,동,69.6,1.0,38.39999999999998,5.0,28.37999999999998
121999,성복역롯데캐슬클라시엘,용인시 수지구,,상현동,37.312805,127.072071,2.0,79.0,79.5,33.0,16.5,0.0,16.0,77.14375,81.8,11.0,18.0,50,74.958,81.8,6.041666666666667,18.0,동,79.0,16.5,76.0,82.5,77.94999999999999
731,성원,양천구,,목동,37.534337,126.893792,2.0,70.5,74.2,26.0,13.0,0.5,18.0,71.30000000000001,80.9,9.22222222222222,29.0,18,71.30000000000001,80.9,9.22222222222222,29.0,동,70.5,13.0,42.0,65.0,48.9
108438,목동힐스테이트,양천구,,신정동,37.520319,126.856168,,,,,,,18.0,71.30000000000001,80.9,9.22222222222222,29.0,18,71.30000000000001,80.9,9.22222222222222,29.0,시구,71.30000000000001,9.22222222222222,45.200000000000045,46.1111111111111,45.47333333333336
888,대림코오롱,영등포구,,당산동1가,37.506716,126.895263,,,,,,,12.0,73.81666666666666,80.8,3.4166666666666665,7.0,12,73.81666666666666,80.8,3.4166666666666665,7.0,시구,73.81666666666666,3.4166666666666665,55.26666666666665,17.083333333333332,43.81166666666665
594,가락금호,강남구,,수서동,37.496709,127.116207,2.0,78.35,83.9,14.0,7.0,0.0,24.0,78.85416666666667,86.1,8.583333333333334,22.0,24,78.85416666666667,86.1,8.583333333333334,22.0,동,78.35,7.0,73.39999999999998,35.0,61.87999999999998
27291,푸르지오,성남시 수정구,,단대동,37.449963,127.157155,3.0,70.63333333333334,74.0,1.0,0.3333333333333333,0.0,10.0,73.02000000000001,79.7,2.4,14.0,46,75.76739130434783,84.2,5.555555555555555,28.0,동,70.63333333333334,0.3333333333333333,42.53333333333336,1.6666666666666667,30.27333333333335
22555,우장산아이파크e편한세상,강서구,,내발산동,37.549391,126.839113,4.0,76.05000000000001,77.9,24.0,6.0,0.75,22.0,72.8,77.9,3.409090909090909,11.0,22,72.8,77.9,3.409090909090909,11.0,동,76.05000000000001,6.0,64.20000000000005,30.0,53.940000000000026
912,구로두산,영등포구,,대림동,37.489379,126.889378,2.0,68.94999999999999,71.6,2.0,1.0,0.0,12.0,73.81666666666666,80.8,3.4166666666666665,7.0,12,73.81666666666666,80.8,3.4166666666666665,7.0,동,68.94999999999999,1.0,35.799999999999955,5.0,26.559999999999967
509,코오롱,서초구,,양재동,37.472577,127.027654,,,,,,,16.0,76.86875,82.1,7.2,15.0,16,76.86875,82.1,7.2,15.0,시구,76.86875,7.2,67.47500000000002,36.0,58.03250000000001
27204,판교원9단지한림풀에버,성남시 분당구,,백현동,37.390327,127.096746,2.0,79.2,84.2,18.0,9.0,0.0,26.0,78.1576923076923,84.2,8.76,28.0,46,75.76739130434783,84.2,5.555555555555555,28.0,동,79.2,9.0,76.80000000000001,45.0,67.26
396,현대,영등포구,,대림동,37.494777,126.911757,2.0,68.94999999999999,71.6,2.0,1.0,0.0,12.0,73.81666666666666,80.8,3.4166666666666665,7.0,12,73.81666666666666,80.8,3.4166666666666665,7.0,동,68.94999999999999,1.0,35.799999999999955,5.0,26.559999999999967
612,코오롱,송파구,,가락동,37.508844,127.1231,2.0,74.75,75.7,7.0,3.5,0.0,29.0,74.12068965517241,83.5,5.241379310344827,17.0,29,74.12068965517241,83.5,5.241379310344827,17.0,동,74.75,3.5,59.0,17.5,46.55
138183,광교센트럴뷰,수원시 영통구,,이의동,37.289283,127.059013,2.0,80.1,81.3,21.0,10.5,0.0,21.0,76.75238095238095,82.6,5.571428571428571,19.0,57,73.70877192982455,82.6,3.3508771929824563,19.0,동,80.1,10.5,80.39999999999998,52.5,72.02999999999997
982,청담현대3차,강남구,,삼성동,37.527354,127.053394,1.0,85.7,85.7,6.0,6.0,0.0,24.0,78.85416666666667,86.1,8.583333333333334,22.0,24,78.85416666666667,86.1,8.583333333333334,22.0,동,85.7,6.0,100.0,30.0,79.0
115046,잠실올림픽공원아이파크,송파구,,방이동,37.525903,127.114711,3.0,71.33333333333333,75.8,0.0,0.0,0.0,29.0,74.12068965517241,83.5,5.241379310344827,17.0,29,74.12068965517241,83.5,5.241379310344827,17.0,동,71.33333333333333,0.0,45.333333333333314,0.0,31.73333333333332
2466,이매동신3단지,성남시 분당구,,삼평동,37.389734,127.126973,1.0,77.0,77.0,2.0,2.0,0.0,26.0,78.1576923076923,84.2,8.76,28.0,46,75.76739130434783,84.2,5.555555555555555,28.0,동,77.0,2.0,68.0,10.0,50.6
171438,힐스테이트인덕원역베르텍스,안양시 동안구,,평촌동,37.393215,126.977233,,,,,,,15.0,78.56666666666666,84.4,13.733333333333333,56.0,24,75.26666666666667,84.4,9.416666666666666,56.0,시구,78.56666666666666,13.733333333333333,74.26666666666665,68.66666666666667,72.58666666666664
142558,평촌트리지아,안양시 동안구,,호계동,37.381319,126.949922,3.0,81.0,81.5,42.0,14.0,0.0,15.0,78.56666666666666,84.4,13.733333333333333,56.0,24,75.26666666666667,84.4,9.416666666666666,56.0,동,81.0,14.0,84.0,70.0,79.8
133,럭키,영등포구,,대림동,37.49216,126.893838,2.0,68.94999999999999,71.6,2.0,1.0,0.0,12.0,73.81666666666666,80.8,3.4166666666666665,7.0,12,73.81666666666666,80.8,3.4166666666666665,7.0,동,68.94999999999999,1.0,35.799999999999955,5.0,26.559999999999967
3118,선사현대,강동구,,암사동,37.552448,127.125871,,,,,,,19.0,72.88333333333334,83.6,5.526315789473684,20.0,19,72.88333333333334,83.6,5.526315789473684,20.0,시구,72.88333333333334,5.526315789473684,51.53333333333337,27.631578947368418,44.36280701754388
173857,더샵강동센트럴시티,송파구,,풍납동,37.539183,127.128938,1.0,71.1,71.1,1.0,1.0,1.0,29.0,74.12068965517241,83.5,5.241379310344827,17.0,29,74.12068965517241,83.5,5.241379310344827,17.0,동,71.1,1.0,44.39999999999998,5.0,32.579999999999984
128305,힐스테이트푸르지오수원,수원시 권선구,,세류동,37.268263,127.012274,1.0,69.6,69.6,1.0,1.0,0.0,14.0,71.78571428571429,78.6,1.7142857142857142,4.0,57,73.70877192982455,82.6,3.3508771929824563,19.0,동,69.6,1.0,38.39999999999998,5.0,28.37999999999998
13311,동작상떼빌,영등포구,,대림동,37.4877,126.906731,2.0,68.94999999999999,71.6,2.0,1.0,0.0,12.0,73.81666666666666,80.8,3.4166666666666665,7.0,12,73.81666666666666,80.8,3.4166666666666665,7.0,동,68.94999999999999,1.0,35.799999999999955,5.0,26.559999999999967
3385,경남,영등포구,,대림동,37.489503,126.908441,2.0,68.94999999999999,71.6,2.0,1.0,0.0,12.0,73.81666666666666,80.8,3.4166666666666665,7.0,12,73.81666666666666,80.8,3.4166666666666665,7.0,동,68.94999999999999,1.0,35.799999999999955,5.0,26.559999999999967
657,동익,강남구,,수서동,37.485648,127.096437,2.0,78.35,83.9,14.0,7.0,0.0,24.0,78.85416666666667,86.1,8.583333333333334,22.0,24,78.85416666666667,86.1,8.583333333333334,22.0,동,78.35,7.0,73.39999999999998,35.0,61.87999999999998
11565,염창한화꿈에그린1차,강서구,,등촌동,37.548137,126.873331,1.0,76.9,76.9,10.0,10.0,0.0,22.0,72.8,77.9,3.409090909090909,11.0,22,72.8,77.9,3.409090909090909,11.0,동,76.9,10.0,67.60000000000002,50.0,62.320000000000014
3801,양평현대6차,양천구,,목동,37.531968,126.893816,2.0,70.5,74.2,26.0,13.0,0.5,18.0,71.30000000000001,80.9,9.22222222222222,29.0,18,71.30000000000001,80.9,9.22222222222222,29.0,동,70.5,13.0,42.0,65.0,48.9
2784,한솔6단지주공,성남시 분당구,,궁내동,37.36508,127.115981,,,,,,,26.0,78.1576923076923,84.2,8.76,28.0,46,75.76739130434783,84.2,5.555555555555555,28.0,시구,78.1576923076923,8.76,72.6307692307692,43.8,63.98153846153844
2319,탑주공,성남시 분당구,,야탑동,37.409028,127.13469,1.0,72.7,72.7,0.0,0.0,0.0,26.0,78.1576923076923,84.2,8.76,28.0,46,75.76739130434783,84.2,5.555555555555555,28.0,동,72.7,0.0,50.80000000000001,0.0,35.56
176718,산성역자이푸르지오3단지,성남시 수정구,,단대동,37.44952,127.152012,3.0,70.63333333333334,74.0,1.0,0.3333333333333333,0.0,10.0,73.02000000000001,79.7,2.4,14.0,46,75.76739130434783,84.2,5.555555555555555,28.0,동,70.63333333333334,0.3333333333333333,42.53333333333336,1.6666666666666667,30.27333333333335
120759,광교호반베르디움트라엘,수원시 영통구,,이의동,37.303318,127.049908,2.0,80.1,81.3,21.0,10.5,0.0,21.0,76.75238095238095,82.6,5.571428571428571,19.0,57,73.70877192982455,82.6,3.3508771929824563,19.0,동,80.1,10.5,80.39999999999998,52.5,72.02999999999997
115965,e편한세상염창,강서구,,등촌동,37.548676,126.870621,1.0,76.9,76.9,10.0,10.0,0.0,22.0,72.8,77.9,3.409090909090909,11.0,22,72.8,77.9,3.409090909090909,11.0,동,76.9,10.0,67.60000000000002,50.0,62.320000000000014
691,당산현대3차,영등포구,,당산동,37.531423,126.896279,,,,,,,12.0,73.81666666666666,80.8,3.4166666666666665,7.0,12,73.81666666666666,80.8,3.4166666666666665,7.0,시구,73.81666666666666,3.4166666666666665,55.26666666666665,17.083333333333332,43.81166666666665
3030,은천2단지,관악구,,남현동,37.46988,126.96462,,,,,,,16.0,69.8875,77.4,1.3125,5.0,16,69.8875,77.4,1.3125,5.0,시구,69.8875,1.3125,39.55000000000001,6.5625,29.65375000000001
628,상아2차,송파구,,가락동,37.497996,127.13673,2.0,74.75,75.7,7.0,3.5,0.0,29.0,74.12068965517241,83.5,5.241379310344827,17.0,29,74.12068965517241,83.5,5.241379310344827,17.0,동,74.75,3.5,59.0,17.5,46.55
144023,평촌엘프라우드,안양시 동안구,,비산동,37.40534,126.942313,1.0,69.6,69.6,1.0,1.0,0.0,15.0,78.56666666666666,84.4,13.733333333333333,56.0,24,75.26666666666667,84.4,9.416666666666666,56.0,동,69.6,1.0,38.39999999999998,5.0,28.37999999999998
102185,롯데캐슬,성남시 수정구,,단대동,37.44313,127.157872,3.0,70.63333333333334,74.0,1.0,0.3333333333333333,0.0,10.0,73.02000000000001,79.7,2.4,14.0,46,75.76739130434783,84.2,5.555555555555555,28.0,동,70.63333333333334,0.3333333333333333,42.53333333333336,1.6666666666666667,30.27333333333335
2623,상록라이프,성남시 분당구,,궁내동,37.362778,127.11191,,,,,,,26.0,78.1576923076923,84.2,8.76,28.0,46,75.76739130434783,84.2,5.555555555555555,28.0,시구,78.1576923076923,8.76,72.6307692307692,43.8,63.98153846153844
113013,가천대역두산위브,성남시 수정구,,산성동,37.45008,127.133734,,,,,,,10.0,73.02000000000001,79.7,2.4,14.0,46,75.76739130434783,84.2,5.555555555555555,28.0,시구,73.02000000000001,2.4,52.08000000000004,12.0,40.056000000000026
101301,광교호수마을호반써밋,수원시 영통구,,하동,37.29124,127.072917,1.0,77.7,77.7,4.0,4.0,0.0,21.0,76.75238095238095,82.6,5.571428571428571,19.0,57,73.70877192982455,82.6,3.3508771929824563,19.0,동,77.7,4.0,70.80000000000001,20.0,55.56
9223,주공뜨란채,안양시 동안구,,비산동,37.400354,126.926316,1.0,69.6,69.6,1.0,1.0,0.0,15.0,78.56666666666666,84.4,13.733333333333333,56.0,24,75.26666666666667,84.4,9.416666666666666,56.0,동,69.6,1.0,38.39999999999998,5.0,28.37999999999998
103139,래미안송파파인탑,강남구,,수서동,37.502712,127.120027,2.0,78.35,83.9,14.0,7.0,0.0,24.0,78.85416666666667,86.1,8.583333333333334,22.0,24,78.85416666666667,86.1,8.583333333333334,22.0,동,78.35,7.0,73.39999999999998,35.0,61.87999999999998
3333,신림신도브래뉴,영등포구,,대림동,37.483885,126.91092,2.0,68.94999999999999,71.6,2.0,1.0,0.0,12.0,73.81666666666666,80.8,3.4166666666666665,7.0,12,73.81666666666666,80.8,3.4166666666666665,7.0,동,68.94999999999999,1.0,35.799999999999955,5.0,26.559999999999967
2767,한솔5단지주공,성남시 분당구,,궁내동,37.365039,127.117754,,,,,,,26.0,78.1576923076923,84.2,8.76,28.0,46,75.76739130434783,84.2,5.555555555555555,28.0,시구,78.1576923076923,8.76,72.6307692307692,43.8,63.98153846153844
3015,목련2단지,안양시 동안구,,비산동,37.388678,126.953608,1.0,69.6,69.6,1.0,1.0,0.0,15.0,78.56666666666666,84.4,13.733333333333333,56.0,24,75.26666666666667,84.4,9.416666666666666,56.0,동,69.6,1.0,38.39999999999998,5.0,28.37999999999998
121966,더샵분당파크리버,성남시 분당구,,금곡동,37.355164,127.117073,1.0,78.5,78.5,0.0,,0.0,26.0,78.1576923076923,84.2,8.76,28.0,46,75.76739130434783,84.2,5.555555555555555,28.0,동,78.5,8.76,74.0,43.8,64.94
2510,이매삼환,성남시 분당구,,삼평동,37.404412,127.126984,1.0,77.0,77.0,2.0,2.0,0.0,26.0,78.1576923076923,84.2,8.76,28.0,46,75.76739130434783,84.2,5.555555555555555,28.0,동,77.0,2.0,68.0,10.0,50.6
114063,안양역한양수자인리버파크,안양시 만안구,,안양동,37.405151,126.921146,,,,,,,9.0,69.76666666666667,76.6,2.2222222222222223,7.0,24,75.26666666666667,84.4,9.416666666666666,56.0,시구,69.76666666666667,2.2222222222222223,39.06666666666666,11.111111111111112,30.68
729,삼성래미안,양천구,,목동,37.524753,126.882632,2.0,70.5,74.2,26.0,13.0,0.5,18.0,71.30000000000001,80.9,9.22222222222222,29.0,18,71.30000000000001,80.9,9.22222222222222,29.0,동,70.5,13.0,42.0,65.0,48.9
18913,한신휴플러스,영등포구,,대림동,37.488697,126.890587,2.0,68.94999999999999,71.6,2.0,1.0,0.0,12.0,73.81666666666666,80.8,3.4166666666666665,7.0,12,73.81666666666666,80.8,3.4166666666666665,7.0,동,68.94999999999999,1.0,35.799999999999955,5.0,26.559999999999967
113907,고덕그라시움,강동구,,강일동,37.557573,127.163402,3.0,70.3,73.7,10.0,3.333333333333333,0.0,19.0,72.88333333333334,83.6,5.526315789473684,20.0,19,72.88333333333334,83.6,5.526315789473684,20.0,동,70.3,3.333333333333333,41.19999999999999,16.666666666666664,33.83999999999999
122487,철산센트럴푸르지오,광명시,,광명동,37.472096,126.866706,,,,,,,12.0,72.71666666666667,78.4,4.333333333333333,11.0,12,72.71666666666667,78.4,4.333333333333333,11.0,시구,72.71666666666667,4.333333333333333,50.866666666666674,21.666666666666664,42.10666666666667
128300,아르테자이,안양시 만안구,,석수동,37.416596,126.918652,,,,,,,9.0,69.76666666666667,76.6,2.2222222222222223,7.0,24,75.26666666666667,84.4,9.416666666666666,56.0,시구,69.76666666666667,2.2222222222222223,39.06666666666666,11.111111111111112,30.68
120540,성복역롯데캐슬파크나인,용인시 수지구,,상현동,37.311292,127.074614,2.0,79.0,79.5,33.0,16.5,0.0,16.0,77.14375,81.8,11.0,18.0,50,74.958,81.8,6.041666666666667,18.0,동,79.0,16.5,76.0,82.5,77.94999999999999
737,현대2차,영등포구,,당산동,37.532258,126.895973,,,,,,,12.0,73.81666666666666,80.8,3.4166666666666665,7.0,12,73.81666666666666,80.8,3.4166666666666665,7.0,시구,73.81666666666666,3.4166666666666665,55.26666666666665,17.083333333333332,43.81166666666665
152617,인덕원자이SK뷰,안양시 동안구,,평촌동,37.384259,126.980618,,,,,,,15.0,78.56666666666666,84.4,13.733333333333333,56.0,24,75.26666666666667,84.4,9.416666666666666,56.0,시구,78.56666666666666,13.733333333333333,74.26666666666665,68.66666666666667,72.58666666666664
8481,초원6단지한양,안양시 동안구,,평촌동,37.391399,126.967957,,,,,,,15.0,78.56666666666666,84.4,13.733333333333333,56.0,24,75.26666666666667,84.4,9.416666666666666,56.0,시구,78.56666666666666,13.733333333333333,74.26666666666665,68.66666666666667,72.58666666666664
693,신동아,영등포구,,대림동,37.496945,126.894819,2.0,68.94999999999999,71.6,2.0,1.0,0.0,12.0,73.81666666666666,80.8,3.4166666666666665,7.0,12,73.81666666666666,80.8,3.4166666666666665,7.0,동,68.94999999999999,1.0,35.799999999999955,5.0,26.559999999999967
127424,철산역 롯데캐슬&SK VIEW 클래스티지,구로구,,개봉동,37.479829,126.866577,2.0,69.2,69.5,3.0,1.5,0.0,14.0,69.58571428571429,77.0,2.357142857142857,7.0,14,69.58571428571429,77.0,2.357142857142857,7.0,동,69.2,1.5,36.80000000000001,7.5,28.010000000000005
26472,송파파인타운5단지,강남구,,율현동,37.480096,127.12996,,,,,,,24.0,78.85416666666667,86.1,8.583333333333334,22.0,24,78.85416666666667,86.1,8.583333333333334,22.0,시구,78.85416666666667,8.583333333333334,75.41666666666669,42.91666666666667,65.66666666666669
107506,마곡엠밸리6단지,강서구,,공항동,37.566061,126.820121,2.0,68.5,69.4,4.0,2.0,0.0,22.0,72.8,77.9,3.409090909090909,11.0,22,72.8,77.9,3.409090909090909,11.0,동,68.5,2.0,34.0,10.0,26.8
675,목동현대,양천구,,신정동,37.520948,126.877598,,,,,,,18.0,71.30000000000001,80.9,9.22222222222222,29.0,18,71.30000000000001,80.9,9.22222222222222,29.0,시구,71.30000000000001,9.22222222222222,45.200000000000045,46.1111111111111,45.47333333333336
103238,서초네이처힐4단지,서초구,,양재동,37.463718,127.02631,,,,,,,16.0,76.86875,82.1,7.2,15.0,16,76.86875,82.1,7.2,15.0,시구,76.86875,7.2,67.47500000000002,36.0,58.03250000000001
118718,판교밸리호반써밋,성남시 수정구,,고등동,37.429124,127.096734,,,,,,,10.0,73.02000000000001,79.7,2.4,14.0,46,75.76739130434783,84.2,5.555555555555555,28.0,시구,73.02000000000001,2.4,52.08000000000004,12.0,40.056000000000026
2811,인덕원삼호,안양시 동안구,,관양동,37.39684,126.9811,1.0,76.3,76.3,0.0,0.0,0.0,15.0,78.56666666666666,84.4,13.733333333333333,56.0,24,75.26666666666667,84.4,9.416666666666666,56.0,동,76.3,0.0,65.19999999999999,0.0,45.63999999999999
58,신림현대,관악구,,신림동,37.475527,126.932093,7.0,68.84285714285714,73.1,5.0,0.7142857142857143,0.2857142857142857,16.0,69.8875,77.4,1.3125,5.0,16,69.8875,77.4,1.3125,5.0,동,68.84285714285714,0.7142857142857143,35.37142857142857,3.571428571428571,25.831428571428567
25929,송파파인타운10단지,강남구,,율현동,37.477179,127.130231,,,,,,,24.0,78.85416666666667,86.1,8.583333333333334,22.0,24,78.85416666666667,86.1,8.583333333333334,22.0,시구,78.85416666666667,8.583333333333334,75.41666666666669,42.91666666666667,65.66666666666669
112054,래미안안양메가트리아,안양시 동안구,,비산동,37.394112,126.933588,1.0,69.6,69.6,1.0,1.0,0.0,15.0,78.56666666666666,84.4,13.733333333333333,56.0,24,75.26666666666667,84.4,9.416666666666666,56.0,동,69.6,1.0,38.39999999999998,5.0,28.37999999999998
3209,신도림동아2차,영등포구,,당산동1가,37.509096,126.885829,,,,,,,12.0,73.81666666666666,80.8,3.4166666666666665,7.0,12,73.81666666666666,80.8,3.4166666666666665,7.0,시구,73.81666666666666,3.4166666666666665,55.26666666666665,17.083333333333332,43.81166666666665
107650,광교역참누리포레스트,수원시 영통구,,이의동,37.302429,127.038793,2.0,80.1,81.3,21.0,10.5,0.0,21.0,76.75238095238095,82.6,5.571428571428571,19.0,57,73.70877192982455,82.6,3.3508771929824563,19.0,동,80.1,10.5,80.39999999999998,52.5,72.02999999999997
126060,평촌래미안푸르지오,안양시 동안구,,비산동,37.397341,126.940306,1.0,69.6,69.6,1.0,1.0,0.0,15.0,78.56666666666666,84.4,13.733333333333333,56.0,24,75.26666666666667,84.4,9.416666666666666,56.0,동,69.6,1.0,38.39999999999998,5.0,28.37999999999998
11337,우장산힐스테이트,강서구,,가양동,37.556255,126.840704,1.0,67.6,67.6,4.0,4.0,0.0,22.0,72.8,77.9,3.409090909090909,11.0,22,72.8,77.9,3.409090909090909,11.0,동,67.6,4.0,30.399999999999977,20.0,27.279999999999983
827,수서1-2단지,강남구,,수서동,37.493062,127.089575,2.0,78.35,83.9,14.0,7.0,0.0,24.0,78.85416666666667,86.1,8.583333333333334,22.0,24,78.85416666666667,86.1,8.583333333333334,22.0,동,78.35,7.0,73.39999999999998,35.0,61.87999999999998
352,거여1단지,송파구,,거여동,37.491314,127.144632,1.0,74.6,74.6,7.0,7.0,0.0,29.0,74.12068965517241,83.5,5.241379310344827,17.0,29,74.12068965517241,83.5,5.241379310344827,17.0,동,74.6,7.0,58.39999999999998,35.0,51.37999999999998
993,성내삼성,송파구,,풍납동,37.53131,127.125937,1.0,71.1,71.1,1.0,1.0,1.0,29.0,74.12068965517241,83.5,5.241379310344827,17.0,29,74.12068965517241,83.5,5.241379310344827,17.0,동,71.1,1.0,44.39999999999998,5.0,32.579999999999984
175257,e편한세상강동프레스티지원,송파구,,풍납동,37.54263,127.127051,1.0,71.1,71.1,1.0,1.0,1.0,29.0,74.12068965517241,83.5,5.241379310344827,17.0,29,74.12068965517241,83.5,5.241379310344827,17.0,동,71.1,1.0,44.39999999999998,5.0,32.579999999999984
8483,석수두산위브,광명시,,소하동,37.433192,126.901215,1.0,74.9,74.9,8.0,8.0,0.0,12.0,72.71666666666667,78.4,4.333333333333333,11.0,12,72.71666666666667,78.4,4.333333333333333,11.0,동,74.9,8.0,59.60000000000002,40.0,53.72000000000001
9390,동천디이스트,성남시 분당구,,금곡동,37.34169,127.097137,1.0,78.5,78.5,0.0,,0.0,26.0,78.1576923076923,84.2,8.76,28.0,46,75.76739130434783,84.2,5.555555555555555,28.0,동,78.5,8.76,74.0,43.8,64.94
133091,수원센트럴아이파크자이,수원시 팔달구,,교동,37.271608,127.022624,,,,,,,9.0,70.35555555555555,74.4,2.111111111111111,5.0,57,73.70877192982455,82.6,3.3508771929824563,19.0,시구,70.35555555555555,2.111111111111111,41.42222222222222,10.555555555555555,32.16222222222222
1464,한가람신라,안양시 동안구,,관양동,37.397312,126.95691,1.0,76.3,76.3,0.0,0.0,0.0,15.0,78.56666666666666,84.4,13.733333333333333,56.0,24,75.26666666666667,84.4,9.416666666666666,56.0,동,76.3,0.0,65.19999999999999,0.0,45.63999999999999
1454,"샛별한양2,3단지",안양시 동안구,,관양동,37.397637,126.951003,1.0,76.3,76.3,0.0,0.0,0.0,15.0,78.56666666666666,84.4,13.733333333333333,56.0,24,75.26666666666667,84.4,9.416666666666666,56.0,동,76.3,0.0,65.19999999999999,0.0,45.63999999999999
3210,신도림동아3차,영등포구,,당산동1가,37.509883,126.884234,,,,,,,12.0,73.81666666666666,80.8,3.4166666666666665,7.0,12,73.81666666666666,80.8,3.4166666666666665,7.0,시구,73.81666666666666,3.4166666666666665,55.26666666666665,17.083333333333332,43.81166666666665
27507,산운13단지데시앙,성남시 분당구,,운중동,37.386158,127.072687,1.0,80.1,80.1,14.0,14.0,0.0,26.0,78.1576923076923,84.2,8.76,28.0,46,75.76739130434783,84.2,5.555555555555555,28.0,동,80.1,14.0,80.39999999999998,70.0,77.27999999999997
8877,신림푸르지오1차,금천구,,가산동,37.479351,126.910749,,,,,,,9.0,67.45555555555556,76.6,1.0,4.0,9,67.45555555555556,76.6,1.0,4.0,시구,67.45555555555556,1.0,29.82222222222225,5.0,22.37555555555557
167997,더샵둔촌포레,강동구,,길동,37.531527,127.146408,,,,,,,19.0,72.88333333333334,83.6,5.526315789473684,20.0,19,72.88333333333334,83.6,5.526315789473684,20.0,시구,72.88333333333334,5.526315789473684,51.53333333333337,27.631578947368418,44.36280701754388
128970,판교밸리포레자이,성남시 수정구,,고등동,37.430617,127.095467,,,,,,,10.0,73.02000000000001,79.7,2.4,14.0,46,75.76739130434783,84.2,5.555555555555555,28.0,시구,73.02000000000001,2.4,52.08000000000004,12.0,40.056000000000026
159778,e편한세상금빛그랑메종3단지,성남시 수정구,,단대동,37.443314,127.164408,3.0,70.63333333333334,74.0,1.0,0.3333333333333333,0.0,10.0,73.02000000000001,79.7,2.4,14.0,46,75.76739130434783,84.2,5.555555555555555,28.0,동,70.63333333333334,0.3333333333333333,42.53333333333336,1.6666666666666667,30.27333333333335
27075,중앙힐스테이트1차,성남시 수정구,,단대동,37.437036,127.150019,3.0,70.63333333333334,74.0,1.0,0.3333333333333333,0.0,10.0,73.02000000000001,79.7,2.4,14.0,46,75.76739130434783,84.2,5.555555555555555,28.0,동,70.63333333333334,0.3333333333333333,42.53333333333336,1.6666666666666667,30.27333333333335
